id,value,type,tipoprocedimento,url,isTributario,date
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,S 107/2021,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA PRINCIPALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A2021%3A107,TRIBUTARIO,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2022,O 107/2022,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A2022%3A107,TRIBUTARIO,2022-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/1075/1988,O 1075/1988,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1988%3A1075,TRIBUTARIO,1988-11-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/1077/1988,O 1077/1988,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1988%3A1077,TRIBUTARIO,1988-11-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1980,O 108/1980,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1980%3A108,TRIBUTARIO,1980-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1983,S 108/1983,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1983%3A108,TRIBUTARIO,1983-04-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1984,O 108/1984,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1984%3A108,TRIBUTARIO,1984-04-06
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1988,O 108/1988,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1988%3A108,TRIBUTARIO,1988-01-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1990,O 108/1990,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1990%3A108,TRIBUTARIO,1990-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,S 109/1967,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1967%3A109,TRIBUTARIO,1967-06-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1973,S 109/1973,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1973%3A109,TRIBUTARIO,1973-06-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1980,O 109/1980,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1980%3A109,TRIBUTARIO,1980-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1985,S 109/1985,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A1985%3A109,TRIBUTARIO,1985-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,O 109/2002,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A2002%3A109,TRIBUTARIO,2002-04-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2007,S 109/2007,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,http://www.cortecostituzionale.it/actionSchedaPronuncia.do?param_ecli=ECLI%3AIT%3ACOST%3A2007%3A109,TRIBUTARIO,2007-03-19
