id,label,type,tipo_procedimento,presidente,relatore,tipodispositivo,url,is_tributario,datadecisione,datadeposito,indegree,weighted-indegree,outdegree,weighted-outdegree,degree,weighted-degree,pagerank,weighted-pagerank,authority,hub,norm-betweenness,norm-weighted-betweenness,eigenvector,weighted-eigenvector,modularity-class,weighted-modularity-class
https://dati.cortecostituzionale.it/ontology/Pronuncia/140/2017,S 140/2017,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA PRINCIPALE,GROSSI,CAROSI,non fondatezza,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2017/140.html,TRIBUTARIO,2017-05-10,2017-06-14,1,1,16,38,17,39,0.0001931358152574079,0.0001931358152574079,1.9194427542529638e-09,0.00012283298217345066,4.266916050770218e-05,3.965250160681289e-05,1.5893715825437117e-26,1.010431186438808e-29,480,480
https://dati.cortecostituzionale.it/ontology/Pronuncia/216/2009,S 216/2009,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA PRINCIPALE,AMIRANTE,CASSESE,illegittimità costituzionale,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2009/216.html,TRIBUTARIO,2009-07-08,2009-07-14,10,14,12,16,22,30,0.0007148315007764872,0.0007148315007764872,3.2423427888512178e-06,6.437427305258653e-07,6.789645584509987e-05,5.8415763193081536e-05,4.559564550266467e-16,9.817639021947488e-18,480,480
https://dati.cortecostituzionale.it/ontology/Pronuncia/28/1988,O 28/1988,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,SAJA,BORZELLINO,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1988/28.html,TRIBUTARIO,1988-01-13,1988-01-19,1,1,0,0,1,1,0.00024977709725102415,0.00024977709725102415,1.340408580237484e-13,-0.0,0.0,0.0,8.341056506338497e-08,2.400567581264952e-09,340,340
https://dati.cortecostituzionale.it/ontology/Pronuncia/66/1961,S 66/1961,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA PRINCIPALE,CAPPI,CHIARELLI,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1961/66.html,TRIBUTARIO,1961-12-05,1961-12-22,1,2,0,0,1,2,0.000785535026699647,0.000785535026699647,1.100371902016754e-14,-0.0,0.0,0.0,0.12042163066044377,0.09870469376524443,440,440
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,S 105/2003,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,CHIEPPA,VACCARELLA,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2003/105.html,TRIBUTARIO,2003-03-26,2003-04-01,4,7,6,6,10,13,0.0004306634133281308,0.0004306634133281308,4.252990542950883e-05,2.8456803832320807e-07,0.0001318937579356179,0.00014935954937028242,2.8085477893514333e-16,1.471628072159219e-18,147,147
https://dati.cortecostituzionale.it/ontology/Pronuncia/138/1999,S 138/1999,S,GIUDIZIO SU CONFLITTO DI ATTRIBUZIONE TRA ENTI + GIUDIZIO DI LEGITTIMITA' COSTITUZIONALE IN VIA PRINCIPALE,GRANATA,ONIDA,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1999/138.html,TRIBUTARIO,1999-04-14,1999-04-22,22,44,2,3,24,47,0.0020720819175071036,0.0020720819175071036,1.0966348998154586e-05,2.080061631835155e-08,0.0002673464192953306,0.0002117801666221987,0.036895985364116375,0.08191492392164978,480,480
https://dati.cortecostituzionale.it/ontology/Pronuncia/252/1985,O 252/1985,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,PALADIN,SAJA,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1985/252.html,TRIBUTARIO,1985-10-24,1985-10-29,6,7,4,5,10,12,0.0004786624641353053,0.0004786624641353053,1.5193125163065813e-11,2.182173682445714e-09,6.702750017215854e-05,6.234752658966326e-05,7.899678582275817e-19,1.423456408626931e-21,17,17
https://dati.cortecostituzionale.it/ontology/Pronuncia/240/2019,S 240/2019,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,LATTANZI,SCIARRA,non fondatezza,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2019/240.html,TRIBUTARIO,2019-10-21,2019-11-21,6,9,6,8,12,17,0.0002434687728442962,0.0002434687728442962,0.0006635373099557439,0.009970104512077714,6.447309460850663e-05,0.0001746539329185081,8.107073728722352e-25,1.2159736967552833e-26,171,171
https://dati.cortecostituzionale.it/ontology/Pronuncia/13/1968,O 13/1968,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,SANDULLI,VERZI',,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1968/13.html,TRIBUTARIO,1968-03-21,1968-03-23,0,0,1,1,1,1,0.00018098293497111843,0.00018098293497111843,3.20503921324296e-18,2.598458078396724e-10,0.0,0.0,6.393288747158936e-30,6.799671510355371e-33,396,396
https://dati.cortecostituzionale.it/ontology/Pronuncia/98/2012,O 98/2012,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA PRINCIPALE,QUARANTA,GALLO F.,estinzione del processo,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2012/98.html,TRIBUTARIO,2012-04-04,2012-04-18,0,0,2,2,2,2,0.00018098293497111843,0.00018098293497111843,1.1947601519456966e-18,4.2696927640667883e-08,0.0,0.0,6.393288747158936e-30,6.799671510355371e-33,480,480
https://dati.cortecostituzionale.it/ontology/Pronuncia/446/1987,O 446/1987,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,SAJA,BORZELLINO,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1987/446.html,TRIBUTARIO,1987-11-12,1987-12-03,0,0,1,1,1,1,0.00018098293497111843,0.00018098293497111843,5.775585080612892e-18,-6.310306400941678e-20,0.0,0.0,6.393288747158936e-30,6.799671510355371e-33,134,134
https://dati.cortecostituzionale.it/ontology/Pronuncia/128/1966,S 128/1966,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,PAPALDO,VERZI',,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1966/128.html,TRIBUTARIO,1966-12-15,1966-12-29,4,4,3,4,7,8,0.0003587319599008152,0.0003587319599008152,1.5796065966371223e-07,1.3612982552536139e-08,6.209906670672821e-05,6.919238137886459e-05,0.000405441003975228,0.0014262489620887606,171,171
https://dati.cortecostituzionale.it/ontology/Pronuncia/44/2016,S 44/2016,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,CRISCUOLO,CORAGGIO,altro|illegittimità costituzionale parziale,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2016/44.html,TRIBUTARIO,2016-02-10,2016-03-03,4,13,2,2,6,15,0.00038725993590417646,0.00038725993590417646,4.032919801919788e-06,2.8739475294809493e-11,6.9670402506628105e-06,6.731667269221499e-06,6.975436047320241e-24,4.345070331240903e-26,204,204
https://dati.cortecostituzionale.it/ontology/Pronuncia/23/1988,O 23/1988,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,SAJA,BORZELLINO,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1988/23.html,TRIBUTARIO,1988-01-13,1988-01-19,0,0,0,0,0,0,0.00018098293497111843,0.00018098293497111843,6.092405138545536e-19,-0.0,0.0,0.0,6.393288747158936e-30,6.799671510355371e-33,299,299
https://dati.cortecostituzionale.it/ontology/Pronuncia/415/1996,S 415/1996,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,GRANATA,MIRABELLI,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1996/415.html,TRIBUTARIO,1996-12-12,1996-12-27,7,7,4,7,11,14,0.00045670400680607957,0.00045670400680607957,1.4088244123057767e-11,4.4140983382311226e-10,3.417615690527838e-06,5.567355587691812e-06,1.876730998436832e-18,9.082568692257564e-21,17,17
https://dati.cortecostituzionale.it/ontology/Pronuncia/76/1958,S 76/1958,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA PRINCIPALE,AZZARITI,JAEGER,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1958/76.html,TRIBUTARIO,1958-12-16,1958-12-30,1,4,1,1,2,5,0.0003408809336133445,0.0003408809336133445,6.860088386505334e-16,3.861626531025381e-15,0.0,0.0,6.243276619995597e-24,9.355566036025302e-27,348,348
https://dati.cortecostituzionale.it/ontology/Pronuncia/465/1987,O 465/1987,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,SAJA,PESCATORE,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1987/465.html,TRIBUTARIO,1987-11-12,1987-12-03,0,0,1,1,1,1,0.00018098293497111843,0.00018098293497111843,-3.8985574398559795e-19,1.1166464907872386e-10,0.0,0.0,6.393288747158936e-30,6.799671510355371e-33,438,438
https://dati.cortecostituzionale.it/ontology/Pronuncia/91/2019,O 91/2019,O,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,LATTANZI,AMOROSO,manifesta inammissibilità,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/2019/91.html,TRIBUTARIO,2019-03-20,2019-04-17,0,0,2,3,2,3,0.00018098293497111843,0.00018098293497111843,2.2504749973087844e-18,1.8621250640587534e-19,0.0,0.0,6.393288747158936e-30,6.799671510355371e-33,122,122
https://dati.cortecostituzionale.it/ontology/Pronuncia/62/1977,S 62/1977,S,GIUDIZIO DI LEGITTIMITÀ COSTITUZIONALE IN VIA INCIDENTALE,ROSSI,OGGIONI,,http://dati.igsg.cnr.it/repo/IT/CORTE_COST/1977/62.html,TRIBUTARIO,1977-04-13,1977-04-20,7,11,9,13,16,24,0.0031860978958053853,0.0031860978958053853,8.804809700650934e-07,4.7260770913873846e-05,0.00043660745692507437,0.0004947618825398109,1.2217986460415879e-08,1.0951059947497783e-09,171,171
